AERONET Data Download (Version 3 Direct Sun)
AERONET Version 3
Version 3: AOD Level 2.0
The following data are automatically cloud cleared and quality assured with pre-field and post-field calibration applied.
Contact: PI=Christopher_M.B._Lehmann_and_Pawan_Gupta_and_Elena_Lind; PI Email=clehmann@illinois.edu_and_pawan.gupta@nasa.gov_and_elena.lind@nasa.gov
AERONET_Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m)
BONDVILLE,12:07:2023,12:00:00,193,0.034803,0.056302,0.069496,-999.,-999.,0.100775,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.169874,-999.,-999.,0.204150,-999.,-999.,0.259114,0.292518,3.263840,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.602653,1.585918,1.688898,1.607722,1.481913,-999.,28,28,28,0,0,28,0,0,0,0,0,0,0,0,28,0,0,28,0,0,28,28,28,0,0,0,0,0,0,0,28,28,28,28,28,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,13:07:2023,12:00:00,194,0.019859,0.035326,0.044483,-999.,-999.,0.064303,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.109384,-999.,-999.,0.128716,-999.,-999.,0.167112,0.186921,2.887472,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.623711,1.569489,1.678257,1.658400,1.491593,-999.,33,33,33,0,0,33,0,0,0,0,0,0,0,0,33,0,0,33,0,0,33,33,33,0,0,0,0,0,0,0,33,33,33,33,33,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,14:07:2023,12:00:00,195,0.023581,0.043450,0.056305,-999.,-999.,0.083601,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.147107,-999.,-999.,0.175338,-999.,-999.,0.234403,0.260527,3.177107,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.713669,1.705808,1.769434,1.748189,1.560995,-999.,70,70,70,0,0,70,0,0,0,0,0,0,0,0,70,0,0,70,0,0,70,70,70,0,0,0,0,0,0,0,70,70,70,70,70,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,15:07:2023,12:00:00,196,0.041205,0.116992,0.165795,-999.,-999.,0.273583,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.453280,-999.,-999.,0.526992,-999.,-999.,0.622828,0.677344,3.195681,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.733279,1.391378,1.659080,1.810177,1.176105,-999.,29,29,29,0,0,29,0,0,0,0,0,0,0,0,29,0,0,29,0,0,29,28,29,0,0,0,0,0,0,0,29,29,29,29,29,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,16:07:2023,12:00:00,197,0.284975,0.740993,1.024733,-999.,-999.,1.623357,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,2.446841,-999.,-999.,2.808305,-999.,-999.,2.997772,3.118709,2.722761,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.475136,0.692880,1.278923,1.582527,0.364370,-999.,61,60,62,0,0,62,0,0,0,0,0,0,0,0,62,0,0,59,0,0,57,49,62,0,0,0,0,0,0,0,62,59,62,62,57,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,17:07:2023,12:00:00,198,0.181481,0.496563,0.696369,-999.,-999.,1.140914,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.804099,-999.,-999.,2.068233,-999.,-999.,2.309661,2.382072,2.961985,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.619368,0.906558,1.429293,1.728355,0.575148,-999.,52,52,52,0,0,52,0,0,0,0,0,0,0,0,52,0,0,52,0,0,52,52,52,0,0,0,0,0,0,0,52,52,52,52,52,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,18:07:2023,12:00:00,199,0.050966,0.135288,0.188368,-999.,-999.,0.306897,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.494010,-999.,-999.,0.570192,-999.,-999.,0.649725,0.687320,2.784811,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.639397,0.995712,1.479879,1.738646,0.697213,-999.,34,34,34,0,0,34,0,0,0,0,0,0,0,0,34,0,0,34,0,0,34,30,34,0,0,0,0,0,0,0,34,34,34,34,34,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,19:07:2023,12:00:00,200,0.042156,0.100407,0.136203,-999.,-999.,0.213089,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.338463,-999.,-999.,0.390562,-999.,-999.,0.455685,0.475867,2.706831,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.561495,1.084924,1.445281,1.642611,0.820913,-999.,67,67,67,0,0,67,0,0,0,0,0,0,0,0,67,0,0,67,0,0,67,64,67,0,0,0,0,0,0,0,67,67,67,67,67,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,20:07:2023,12:00:00,201,0.036819,0.065278,0.084218,-999.,-999.,0.124178,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.203509,-999.,-999.,0.236233,-999.,-999.,0.295691,0.321854,3.028429,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.532336,1.353362,1.526256,1.582737,1.205877,-999.,49,48,49,0,0,49,0,0,0,0,0,0,0,0,49,0,0,49,0,0,49,49,49,0,0,0,0,0,0,0,49,49,49,49,49,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,21:07:2023,12:00:00,202,0.019176,0.048896,0.067599,-999.,-999.,0.108806,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.187785,-999.,-999.,0.221121,-999.,-999.,0.273834,0.298373,2.537931,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.762988,1.382574,1.692343,1.842455,1.193345,-999.,42,42,42,0,0,42,0,0,0,0,0,0,0,0,42,0,0,42,0,0,42,42,42,0,0,0,0,0,0,0,42,42,42,42,42,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,22:07:2023,12:00:00,203,0.024898,0.066726,0.092195,-999.,-999.,0.146946,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.239650,-999.,-999.,0.277266,-999.,-999.,0.333880,0.356290,2.241391,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.629728,1.209497,1.512297,1.717437,0.988404,-999.,94,94,94,0,0,94,0,0,0,0,0,0,0,0,94,0,0,94,0,0,94,94,94,0,0,0,0,0,0,0,94,94,94,94,94,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,23:07:2023,12:00:00,204,0.063230,0.168996,0.229390,-999.,-999.,0.353087,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.525224,-999.,-999.,0.586580,-999.,-999.,0.653075,0.671957,2.868090,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.392364,0.798460,1.221459,1.494685,0.549960,-999.,62,62,62,0,0,62,0,0,0,0,0,0,0,0,62,0,0,62,0,0,62,59,62,0,0,0,0,0,0,0,62,62,62,62,62,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,24:07:2023,12:00:00,205,0.055606,0.145925,0.197620,-999.,-999.,0.300796,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.444499,-999.,-999.,0.493735,-999.,-999.,0.554239,0.571917,2.851199,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.356159,0.808651,1.190053,1.459775,0.591475,-999.,96,95,96,0,0,96,0,0,0,0,0,0,0,0,96,0,0,96,0,0,96,96,96,0,0,0,0,0,0,0,96,96,96,96,96,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,25:07:2023,12:00:00,206,0.039883,0.095632,0.128751,-999.,-999.,0.197016,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.308046,-999.,-999.,0.350813,-999.,-999.,0.414738,0.436561,3.126714,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.487097,1.088117,1.378614,1.571880,0.885634,-999.,107,107,107,0,0,107,0,0,0,0,0,0,0,0,107,0,0,107,0,0,107,106,107,0,0,0,0,0,0,0,107,107,107,107,107,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,26:07:2023,12:00:00,207,0.082336,0.115252,0.135446,-999.,-999.,0.182409,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.281524,-999.,-999.,0.328291,-999.,-999.,0.405590,0.450418,4.479570,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.320044,1.333220,1.389253,1.322784,1.252518,-999.,46,46,46,0,0,46,0,0,0,0,0,0,0,0,46,0,0,46,0,0,46,45,46,0,0,0,0,0,0,0,46,46,46,46,46,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,27:07:2023,12:00:00,208,0.069868,0.104536,0.127346,-999.,-999.,0.178161,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.283495,-999.,-999.,0.332054,-999.,-999.,0.415290,0.457472,4.338996,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.426461,1.396576,1.473953,1.443237,1.268802,-999.,86,86,86,0,0,86,0,0,0,0,0,0,0,0,86,0,0,86,0,0,86,86,86,0,0,0,0,0,0,0,86,86,86,86,86,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,28:07:2023,12:00:00,209,0.099291,0.134698,0.148865,-999.,-999.,0.174828,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.232563,-999.,-999.,0.257074,-999.,-999.,0.311337,0.335031,4.165357,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.826539,1.078180,0.917764,0.815566,1.056475,-999.,112,112,112,0,0,112,0,0,0,0,0,0,0,0,112,0,0,112,0,0,112,112,112,0,0,0,0,0,0,0,112,112,112,112,112,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,29:07:2023,12:00:00,210,0.037101,0.046482,0.053242,-999.,-999.,0.065234,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.101779,-999.,-999.,0.117322,-999.,-999.,0.156163,0.171149,3.273649,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.307247,1.586939,1.482707,1.295543,1.515459,-999.,36,36,36,0,0,36,0,0,0,0,0,0,0,0,36,0,0,36,0,0,35,36,36,0,0,0,0,0,0,0,36,36,36,36,36,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,30:07:2023,12:00:00,211,0.016478,0.029946,0.038471,-999.,-999.,0.055755,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.100951,-999.,-999.,0.122949,-999.,-999.,0.167758,0.189242,2.619904,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.744616,1.857174,1.877230,1.745632,1.697526,-999.,116,116,116,0,0,116,0,0,0,0,0,0,0,0,116,0,0,116,0,0,116,116,116,0,0,0,0,0,0,0,116,116,116,116,116,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,31:07:2023,12:00:00,212,0.022274,0.043164,0.056186,-999.,-999.,0.084457,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.145715,-999.,-999.,0.174629,-999.,-999.,0.225090,0.250979,2.591820,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.708858,1.606359,1.746041,1.735865,1.436418,-999.,59,59,59,0,0,59,0,0,0,0,0,0,0,0,59,0,0,59,0,0,59,59,59,0,0,0,0,0,0,0,59,59,59,59,59,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,01:08:2023,12:00:00,213,0.024385,0.045524,0.059134,-999.,-999.,0.090978,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.159181,-999.,-999.,0.195042,-999.,-999.,0.246531,0.276241,2.287131,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.794045,1.594314,1.817173,1.813752,1.366080,-999.,48,48,48,0,0,48,0,0,0,0,0,0,0,0,48,0,0,48,0,0,47,48,48,0,0,0,0,0,0,0,48,48,48,48,48,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,02:08:2023,12:00:00,214,0.035282,0.065028,0.084171,-999.,-999.,0.131527,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.220130,-999.,-999.,0.264983,-999.,-999.,0.314115,0.340479,2.573417,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.694412,1.290959,1.655458,1.733568,0.985682,-999.,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,03:08:2023,12:00:00,215,0.023432,0.052276,0.070475,-999.,-999.,0.111440,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.195655,-999.,-999.,0.235549,-999.,-999.,0.300165,0.331350,3.290508,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.792342,1.573264,1.778353,1.840690,1.354690,-999.,38,38,38,0,0,38,0,0,0,0,0,0,0,0,38,0,0,38,0,0,38,38,38,0,0,0,0,0,0,0,38,38,38,38,38,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,04:08:2023,12:00:00,216,0.045140,0.066745,0.081996,-999.,-999.,0.117413,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.197433,-999.,-999.,0.233394,-999.,-999.,0.303912,0.336528,2.944981,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.666147,1.611082,1.706777,1.700372,1.456622,-999.,44,44,44,0,0,44,0,0,0,0,0,0,0,0,44,0,0,43,0,0,44,44,44,0,0,0,0,0,0,0,44,44,44,44,44,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,06:08:2023,12:00:00,218,0.023439,0.048343,0.065254,-999.,-999.,0.101529,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.172887,-999.,-999.,0.203652,-999.,-999.,0.251746,0.277677,3.636907,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.692352,1.378337,1.659581,1.752245,1.218544,-999.,9,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,9,9,9,0,0,0,0,0,0,0,9,9,9,9,9,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,07:08:2023,12:00:00,219,0.023462,0.035704,0.046758,-999.,-999.,0.069394,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.116663,-999.,-999.,0.131525,-999.,-999.,0.165734,0.176736,3.545448,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.562186,1.289269,1.542369,1.651913,1.177539,-999.,1,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,08:08:2023,12:00:00,220,0.042795,0.104486,0.143857,-999.,-999.,0.229632,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.372763,-999.,-999.,0.432032,-999.,-999.,0.512849,0.544570,3.039566,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.630894,1.163633,1.508630,1.717880,0.924152,-999.,30,34,34,0,0,34,0,0,0,0,0,0,0,0,34,0,0,34,0,0,34,33,34,0,0,0,0,0,0,0,34,34,34,34,34,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,10:08:2023,12:00:00,222,0.027303,0.065890,0.091368,-999.,-999.,0.148014,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.252025,-999.,-999.,0.295811,-999.,-999.,0.361373,0.390151,2.849755,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.746021,1.314579,1.651877,1.830266,1.095506,-999.,71,72,72,0,0,72,0,0,0,0,0,0,0,0,72,0,0,72,0,0,72,72,72,0,0,0,0,0,0,0,72,72,72,72,72,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,11:08:2023,12:00:00,223,0.021334,0.037404,0.048784,-999.,-999.,0.072139,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.124585,-999.,-999.,0.145556,-999.,-999.,0.189753,0.211359,3.256751,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.640862,1.559604,1.683159,1.691238,1.505779,-999.,48,48,48,0,0,48,0,0,0,0,0,0,0,0,47,0,0,48,0,0,47,47,48,0,0,0,0,0,0,0,48,47,48,48,47,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,12:08:2023,12:00:00,224,0.017818,0.026618,0.032717,-999.,-999.,0.044662,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.076964,-999.,-999.,0.090639,-999.,-999.,0.122657,0.136098,2.914985,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.517184,1.696959,1.672329,1.524363,1.603695,-999.,70,76,76,0,0,76,0,0,0,0,0,0,0,0,76,0,0,76,0,0,76,76,76,0,0,0,0,0,0,0,76,76,76,76,76,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,13:08:2023,12:00:00,225,0.020134,0.023019,0.025881,-999.,-999.,0.030421,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.047360,-999.,-999.,0.057542,-999.,-999.,0.078079,0.083634,2.418942,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.200814,1.827720,1.490707,1.101351,1.490470,-999.,3,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,14:08:2023,12:00:00,226,0.014667,0.021228,0.025483,-999.,-999.,0.033515,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.055185,-999.,-999.,0.063245,-999.,-999.,0.084031,0.094014,2.623293,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.347696,1.516649,1.484770,1.367581,1.554156,-999.,28,28,28,0,0,28,0,0,0,0,0,0,0,0,28,0,0,28,0,0,28,28,28,0,0,0,0,0,0,0,28,28,28,28,28,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,15:08:2023,12:00:00,227,0.024625,0.057304,0.078850,-999.,-999.,0.128063,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.202330,-999.,-999.,0.235541,-999.,-999.,0.275768,0.289507,2.609367,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.619635,1.156256,1.560125,1.684610,0.815319,-999.,18,20,20,0,0,19,0,0,0,0,0,0,0,0,20,0,0,20,0,0,20,20,20,0,0,0,0,0,0,0,20,20,20,20,20,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,16:08:2023,12:00:00,228,0.014919,0.034197,0.045776,-999.,-999.,0.068705,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.111859,-999.,-999.,0.128160,-999.,-999.,0.157570,0.165030,1.932738,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.534623,1.258593,1.489108,1.609069,1.020643,-999.,95,95,95,0,0,95,0,0,0,0,0,0,0,0,95,0,0,95,0,0,95,95,95,0,0,0,0,0,0,0,95,95,95,95,95,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,17:08:2023,12:00:00,229,0.034871,0.049902,0.059349,-999.,-999.,0.079177,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.122523,-999.,-999.,0.141144,-999.,-999.,0.176743,0.193793,1.933710,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.283689,1.343948,1.360678,1.295854,1.266732,-999.,54,54,54,0,0,54,0,0,0,0,0,0,0,0,54,0,0,54,0,0,54,54,54,0,0,0,0,0,0,0,54,54,54,54,54,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,18:08:2023,12:00:00,230,0.017717,0.055884,0.079173,-999.,-999.,0.129031,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.214443,-999.,-999.,0.248201,-999.,-999.,0.293861,0.308144,1.945791,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.694891,1.156014,1.566364,1.793094,0.871370,-999.,103,103,103,0,0,103,0,0,0,0,0,0,0,0,103,0,0,103,0,0,103,103,103,0,0,0,0,0,0,0,103,103,103,103,103,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,19:08:2023,12:00:00,231,0.045305,0.094888,0.126082,-999.,-999.,0.195136,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.314455,-999.,-999.,0.365408,-999.,-999.,0.428853,0.457188,2.784493,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.561784,1.198949,1.506980,1.622622,0.987294,-999.,98,98,98,0,0,98,0,0,0,0,0,0,0,0,98,0,0,98,0,0,98,98,98,0,0,0,0,0,0,0,98,98,98,98,98,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,20:08:2023,12:00:00,232,0.074176,0.101722,0.119438,-999.,-999.,0.159758,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.252117,-999.,-999.,0.295655,-999.,-999.,0.376626,0.421663,4.529544,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.358227,1.468845,1.458970,1.353615,1.397993,-999.,40,40,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,40,0,0,40,40,40,0,0,0,0,0,0,0,40,40,40,40,40,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,21:08:2023,12:00:00,233,0.111921,0.160009,0.192024,-999.,-999.,0.264086,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.395456,-999.,-999.,0.453249,-999.,-999.,0.531684,0.564953,3.957478,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.276684,1.080812,1.280525,1.304064,0.916985,-999.,15,15,15,0,0,15,0,0,0,0,0,0,0,0,15,0,0,15,0,0,15,12,15,0,0,0,0,0,0,0,15,15,15,15,15,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,22:08:2023,12:00:00,234,0.049056,0.101079,0.135032,-999.,-999.,0.209124,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.341419,-999.,-999.,0.398322,-999.,-999.,0.479768,0.515300,3.622278,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.627330,1.272002,1.563214,1.692447,1.051029,-999.,65,65,65,0,0,65,0,0,0,0,0,0,0,0,65,0,0,65,0,0,65,65,65,0,0,0,0,0,0,0,65,65,65,65,65,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,23:08:2023,12:00:00,235,0.055579,0.105753,0.138810,-999.,-999.,0.214858,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.355014,-999.,-999.,0.419154,-999.,-999.,0.507056,0.553798,4.078899,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.643806,1.308205,1.594854,1.698026,1.106597,-999.,30,30,30,0,0,30,0,0,0,0,0,0,0,0,30,0,0,30,0,0,30,30,30,0,0,0,0,0,0,0,30,30,30,30,30,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,24:08:2023,12:00:00,236,0.050399,0.078718,0.097434,-999.,-999.,0.138088,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.222615,-999.,-999.,0.258048,-999.,-999.,0.326366,0.353571,3.668919,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.455942,1.400355,1.486496,1.491973,1.261059,-999.,97,97,97,0,0,97,0,0,0,0,0,0,0,0,97,0,0,97,0,0,97,96,97,0,0,0,0,0,0,0,97,97,97,97,97,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,25:08:2023,12:00:00,237,0.080393,0.108121,0.124180,-999.,-999.,0.159052,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.234193,-999.,-999.,0.265279,-999.,-999.,0.328346,0.355496,4.366025,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.132828,1.255452,1.212446,1.141983,1.188625,-999.,88,88,88,0,0,88,0,0,0,0,0,0,0,0,88,0,0,88,0,0,88,88,88,0,0,0,0,0,0,0,88,88,88,88,88,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,26:08:2023,12:00:00,238,-999.,0.091841,0.107343,-999.,-999.,0.140214,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.205519,-999.,-999.,0.237706,-999.,-999.,0.288585,0.307751,3.765775,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.181423,1.238455,1.244108,1.174623,1.022744,-999.,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
BONDVILLE,27:08:2023,12:00:00,239,0.020247,0.046962,0.063426,-999.,-999.,0.098429,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.163895,-999.,-999.,0.191762,-999.,-999.,0.232976,0.251596,2.400545,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.648106,1.285028,1.591748,1.714429,1.072863,-999.,32,32,32,0,0,32,0,0,0,0,0,0,0,0,32,0,0,32,0,0,32,32,32,0,0,0,0,0,0,0,32,32,32,32,32,0,lev20,732,BONDVILLE,40.053333,-88.371944,212.000000
